id,store_zone,store_name,store_mr,store_mr,store_operative,store_sap,store_region
2042,Valle de Mexico,MISC LA ESPERANZA,MR0007,MR0007,EULALIA GUZMÁN,120036204,Fresno-Iztacalco
2044,Valle de Mexico,MISC LA ESQUINA DEL AHORRO,MR0007,MR0007,EULALIA GUZMÁN,101002671,Fresno-Iztacalco
2045,Valle de Mexico,MISC LA ESQUINITA,MR0007,MR0007,EULALIA GUZMÁN,110015397,Fresno-Iztacalco
2047,Valle de Mexico,MISC LA GLORIA,MR0007,MR0007,EULALIA GUZMÁN,100705305,Fresno-Iztacalco
2048,Valle de Mexico,MISC LA MARIA,MR0007,MR0007,EULALIA GUZMÁN,102705248,Fresno-Iztacalco
2051,Valle de Mexico,MISC LA NUEVA,MR0007,MR0007,EULALIA GUZMÁN,110191227,Fresno-Iztacalco
2052,Valle de Mexico,MISC LA PASADITA,MR0007,MR0007,EULALIA GUZMÁN,101703733,Fresno-Iztacalco
2053,Valle de Mexico,MISC LA PASADITA,MR0007,MR0007,EULALIA GUZMÁN,102704605,Fresno-Iztacalco
2054,Valle de Mexico,MISC LA PASADITA,MR0007,MR0007,EULALIA GUZMÁN,120179483,Fresno-Iztacalco
2055,Valle de Mexico,MISC LA PASADITA I,MR0007,MR0007,EULALIA GUZMÁN,120182638,Fresno-Iztacalco
2056,Valle de Mexico,MISC LA POBLANITA,MR0007,MR0007,EULALIA GUZMÁN,110236110,Fresno-Iztacalco
2057,Valle de Mexico,MISC LA POTOSINA,MR0007,MR0007,EULALIA GUZMÁN,100719677,Fresno-Iztacalco
2059,Valle de Mexico,MISC LA RANA CHEVE RE,MR0007,MR0007,EULALIA GUZMÁN,120205695,Fresno-Iztacalco
2060,Valle de Mexico,MISC LA REYNA,MR0007,MR0007,EULALIA GUZMÁN,100304413,Fresno-Iztacalco
2063,Valle de Mexico,MISC LA TAMPIQUEÑA DELICIAS,MR0007,MR0007,EULALIA GUZMÁN,101300982,Fresno-Iztacalco
2064,Valle de Mexico,MISC LA TAPATIA,MR0007,MR0007,EULALIA GUZMÁN,101004010,Fresno-Iztacalco
2067,Valle de Mexico,MISC LA VENTANITA,MR0007,MR0007,EULALIA GUZMÁN,104308548,Fresno-Iztacalco
2068,Valle de Mexico,MISC LA VENTANITA,MR0007,MR0007,EULALIA GUZMÁN,110281268,Fresno-Iztacalco
2069,Valle de Mexico,MISC LA VERACRUZANA,MR0007,MR0007,EULALIA GUZMÁN,101002587,Fresno-Iztacalco
2070,Valle de Mexico,MISC LA VIRGENCITA,MR0007,MR0007,EULALIA GUZMÁN,120027158,Fresno-Iztacalco
2071,Valle de Mexico,MISC LA ZACATECANA,MR0007,MR0007,EULALIA GUZMÁN,104305208,Fresno-Iztacalco
2072,Valle de Mexico,MISC LINDA,MR0007,MR0007,EULALIA GUZMÁN,102703983,Fresno-Iztacalco
2073,Valle de Mexico,MISC LORENA,MR0007,MR0007,EULALIA GUZMÁN,101004122,Fresno-Iztacalco
2077,Valle de Mexico,MISC LOS GUEROS,MR0007,MR0007,EULALIA GUZMÁN,110034510,Fresno-Iztacalco
2079,Valle de Mexico,MISC LOS NIETOS,MR0007,MR0007,EULALIA GUZMÁN,110239679,Fresno-Iztacalco
2082,Valle de Mexico,MISC LOTERIA NACIONAL,MR0007,MR0007,EULALIA GUZMÁN,110051036,Fresno-Iztacalco
2084,Valle de Mexico,MISC LUPITA,MR0007,MR0007,EULALIA GUZMÁN,110144243,Fresno-Iztacalco
2086,Valle de Mexico,MISC MARY,MR0007,MR0007,EULALIA GUZMÁN,120239883,Fresno-Iztacalco
2088,Valle de Mexico,MISC MEDITARREANEO,MR0007,MR0007,EULALIA GUZMÁN,120156190,Fresno-Iztacalco
2089,Valle de Mexico,MISC MI DULCE MARIA,MR0007,MR0007,EULALIA GUZMÁN,120032967,Fresno-Iztacalco
2090,Valle de Mexico,MISC MI LUPITA,MR0007,MR0007,EULALIA GUZMÁN,104701182,Fresno-Iztacalco
2091,Valle de Mexico,MISC MORENITA,MR0007,MR0007,EULALIA GUZMÁN,104700830,Fresno-Iztacalco
2093,Valle de Mexico,MISC NAYELI,MR0007,MR0007,EULALIA GUZMÁN,104304021,Fresno-Iztacalco
2094,Valle de Mexico,MISC NONNY,MR0007,MR0007,EULALIA GUZMÁN,120155808,Fresno-Iztacalco
2095,Valle de Mexico,MISC OLEA,MR0007,MR0007,EULALIA GUZMÁN,100705497,Fresno-Iztacalco
2097,Valle de Mexico,MISC PEPE S,MR0007,MR0007,EULALIA GUZMÁN,110100783,Fresno-Iztacalco
2099,Valle de Mexico,MISC PKS,MR0007,MR0007,EULALIA GUZMÁN,100703221,Fresno-Iztacalco
2101,Valle de Mexico,MISC PROGRESO,MR0007,MR0007,EULALIA GUZMÁN,110200021,Fresno-Iztacalco
2102,Valle de Mexico,MISC RAMIREZ,MR0007,MR0007,EULALIA GUZMÁN,104700533,Fresno-Iztacalco
2103,Valle de Mexico,MISC REGINA,MR0007,MR0007,EULALIA GUZMÁN,110002952,Fresno-Iztacalco
2104,Valle de Mexico,MISC REYNA,MR0007,MR0007,EULALIA GUZMÁN,101706503,Fresno-Iztacalco
2105,Valle de Mexico,MISC SABINITO,MR0007,MR0007,EULALIA GUZMÁN,120270016,Fresno-Iztacalco
2107,Valle de Mexico,MISC SANDRA,MR0007,MR0007,EULALIA GUZMÁN,110057296,Fresno-Iztacalco
2110,Valle de Mexico,MISC TIENDITA DE LA 11,MR0007,MR0007,EULALIA GUZMÁN,120167139,Fresno-Iztacalco
2112,Valle de Mexico,MISC TORRES,MR0007,MR0007,EULALIA GUZMÁN,110074094,Fresno-Iztacalco
2113,Valle de Mexico,MISC VICKY,MR0007,MR0007,EULALIA GUZMÁN,104304090,Fresno-Iztacalco
2115,Valle de Mexico,MISC Y ABTS GONZALEZ,MR0007,MR0007,EULALIA GUZMÁN,120265003,Fresno-Iztacalco
2117,Valle de Mexico,NOVEDADES MARY COBITOS,MR0007,MR0007,EULALIA GUZMÁN,120321849,Fresno-Iztacalco
2120,Valle de Mexico,PAPELERIA ABC,MR0007,MR0007,EULALIA GUZMÁN,100701856,Fresno-Iztacalco
2121,Valle de Mexico,PAPELERIA ESTRELLA,MR0007,MR0007,EULALIA GUZMÁN,110232239,Fresno-Iztacalco
2122,Valle de Mexico,PAR C/VTA JUANA,MR0007,MR0007,EULALIA GUZMÁN,110252844,Fresno-Iztacalco
2123,Valle de Mexico,PART C VENTA ADVERTISING,MR0007,MR0007,EULALIA GUZMÁN,120228578,Fresno-Iztacalco
2126,Valle de Mexico,PART C/VTA LA VENTANITA AZUL,MR0007,MR0007,EULALIA GUZMÁN,120027770,Fresno-Iztacalco
2128,Valle de Mexico,PART C/VTA LUPITA,MR0007,MR0007,EULALIA GUZMÁN,100709577,Fresno-Iztacalco
2129,Valle de Mexico,PART VTA SUPER SIX,MR0007,MR0007,EULALIA GUZMÁN,101000333,Fresno-Iztacalco
2130,Valle de Mexico,PLANET ZAPPA,MR0007,MR0007,EULALIA GUZMÁN,120219188,Fresno-Iztacalco
2133,Valle de Mexico,QUIVE ABTS LA NUEVA,MR0007,MR0007,EULALIA GUZMÁN,100716257,Fresno-Iztacalco
2135,Valle de Mexico,RECAUDERIA MARY,MR0007,MR0007,EULALIA GUZMÁN,101003888,Fresno-Iztacalco
2136,Valle de Mexico,ROMY,MR0007,MR0007,EULALIA GUZMÁN,120258600,Fresno-Iztacalco
2137,Valle de Mexico,SALCHICONERIA EL CEDRO,MR0007,MR0007,EULALIA GUZMÁN,110003599,Fresno-Iztacalco
2138,Valle de Mexico,ABTS TOMY,MR0007,MR0007,EULALIA GUZMÁN,101703986,Fresno-Iztacalco
2141,Valle de Mexico,ABTS ANGELES,MR0007,MR0007,EULALIA GUZMÁN,120239233,Fresno-Iztacalco
2149,Valle de Mexico,SUPER ROMA,MR0007,MR0007,EULALIA GUZMÁN,110263756,Fresno-Iztacalco
2150,Valle de Mexico,SUPER TAURO,MR0007,MR0007,EULALIA GUZMÁN,120282323,Fresno-Iztacalco
2151,Valle de Mexico,SUPER TIENDA LA ESPECIAL,MR0007,MR0007,EULALIA GUZMÁN,120278841,Fresno-Iztacalco
2153,Valle de Mexico,SUPER YA HOME RUN,MR0007,MR0007,EULALIA GUZMÁN,102704118,Fresno-Iztacalco
2154,Valle de Mexico,SUPERMART ARCOS DE ARAGON,MR0007,MR0007,EULALIA GUZMÁN,110263425,Fresno-Iztacalco
2156,Valle de Mexico,TIENDA 3 HERMANOS,MR0007,MR0007,EULALIA GUZMÁN,120306387,Fresno-Iztacalco
2158,Valle de Mexico,TIENDA ERIKA,MR0007,MR0007,EULALIA GUZMÁN,110142726,Fresno-Iztacalco
2159,Valle de Mexico,TIENDA LA NUEVA,MR0007,MR0007,EULALIA GUZMÁN,120033854,Fresno-Iztacalco
2160,Valle de Mexico,TIENDA LA RENOVADA,MR0007,MR0007,EULALIA GUZMÁN,110169202,Fresno-Iztacalco
2161,Valle de Mexico,TIENDA LOS ABUELOS,MR0007,MR0007,EULALIA GUZMÁN,120289653,Fresno-Iztacalco
2162,Valle de Mexico,TIENDA MERY,MR0007,MR0007,EULALIA GUZMÁN,120268933,Fresno-Iztacalco
2163,Valle de Mexico,TIENDAS MAX,MR0007,MR0007,EULALIA GUZMÁN,120275520,Fresno-Iztacalco
2166,Valle de Mexico,TORTILLERIA ALICYA,MR0007,MR0007,EULALIA GUZMÁN,120293654,Fresno-Iztacalco
2167,Valle de Mexico,TORTILLERIA ZAPATOS,MR0007,MR0007,EULALIA GUZMÁN,120116699,Fresno-Iztacalco
2168,Valle de Mexico,ABTS Y CREM GARGUT,MR0007,MR0007,EULALIA GUZMÁN,100703606,Fresno-Iztacalco
2169,Valle de Mexico,VDM SIX MANY,MR0000,MR0000,CEDIS NORTE,120275846,Cedis Norte
2170,Valle de Mexico,VENTANITA CAÑITO,MR0007,MR0007,EULALIA GUZMÁN,120247210,Fresno-Iztacalco
2171,Valle de Mexico,VENTANITA DE LOS REMEDIOS,MR0007,MR0007,EULALIA GUZMÁN,110263440,Fresno-Iztacalco
2173,Valle de Mexico,VIN Y LIC DAVID,MR0007,MR0007,EULALIA GUZMÁN,100705664,Fresno-Iztacalco
2174,Valle de Mexico,VIN Y LIC EL AGAVE,MR0007,MR0007,EULALIA GUZMÁN,100704283,Fresno-Iztacalco
2175,Valle de Mexico,VIN Y LIC FOREST GUMP,MR0007,MR0007,EULALIA GUZMÁN,100712828,Fresno-Iztacalco
2181,Valle de Mexico,VINATERIA VALENCIANA,MR0007,MR0007,EULALIA GUZMÁN,101002962,Fresno-Iztacalco
2182,Valle de Mexico,VINOS LA GRAN BARATA,MR0007,MR0007,EULALIA GUZMÁN,104700454,Fresno-Iztacalco
2183,Valle de Mexico,VINOS LA MONTANA,MR0007,MR0007,EULALIA GUZMÁN,102305355,Fresno-Iztacalco
2185,Valle de Mexico,VINOS Y LICORES LA CHORCHA,MR0007,MR0007,EULALIA GUZMÁN,120187864,Fresno-Iztacalco
2189,Valle de Mexico,ABARROTES WINNER,MR0007,MR0007,EULALIA GUZMÁN,120387094,Fresno-Iztacalco
2190,Valle de Mexico,ABTS MARI TERE,MR0007,MR0007,EULALIA GUZMÁN,100721335,Fresno-Iztacalco
2191,Valle de Mexico,ABTS ABC,MR0007,MR0007,EULALIA GUZMÁN,101005097,Fresno-Iztacalco
2192,Valle de Mexico,ABTS EL CENTENARIO,MR0007,MR0007,EULALIA GUZMÁN,110010994,Fresno-Iztacalco
2193,Valle de Mexico,ABTS DIEGO,MR0007,MR0007,EULALIA GUZMÁN,120103331,Fresno-Iztacalco
2194,Valle de Mexico,ABTS EL MANA,MR0007,MR0007,EULALIA GUZMÁN,120172489,Fresno-Iztacalco
2197,Valle de Mexico,ABTS GABY,MR0007,MR0007,EULALIA GUZMÁN,102704724,Fresno-Iztacalco
2198,Valle de Mexico,ABTS GENESIS,MR0007,MR0007,EULALIA GUZMÁN,102705006,Fresno-Iztacalco
2199,Valle de Mexico,ABTS HELEN,MR0007,MR0007,EULALIA GUZMÁN,110272230,Fresno-Iztacalco
2200,Valle de Mexico,ABTS ITZEL,MR0007,MR0007,EULALIA GUZMÁN,100701744,Fresno-Iztacalco
2203,Valle de Mexico,ABTS LA BARCA,MR0007,MR0007,EULALIA GUZMÁN,102703805,Fresno-Iztacalco
2205,Valle de Mexico,ABTS LA GUERA,MR0007,MR0007,EULALIA GUZMÁN,120397248,Fresno-Iztacalco
2207,Valle de Mexico,ABTS LA NORTENITA,MR0007,MR0007,EULALIA GUZMÁN,100304420,Fresno-Iztacalco
2208,Valle de Mexico,ABTS LA PALMITA,MR0007,MR0007,EULALIA GUZMÁN,110228963,Fresno-Iztacalco
2209,Valle de Mexico,ABTS LA PASADITA,MR0007,MR0007,EULALIA GUZMÁN,120105361,Fresno-Iztacalco
2214,Valle de Mexico,ABTS LOS 2 HERMANOS,MR0007,MR0007,EULALIA GUZMÁN,120384907,Fresno-Iztacalco
2218,Valle de Mexico,ABTS MR QUESO,MR0007,MR0007,EULALIA GUZMÁN,110076611,Fresno-Iztacalco
2220,Valle de Mexico,ABTS NICARAGUA,MR0007,MR0007,EULALIA GUZMÁN,100303670,Fresno-Iztacalco
2221,Valle de Mexico,ABTS PUMA,MR0007,MR0007,EULALIA GUZMÁN,120312710,Fresno-Iztacalco
2222,Valle de Mexico,ABTS SAHUAYO,MR0007,MR0007,EULALIA GUZMÁN,101002567,Fresno-Iztacalco
2223,Valle de Mexico,ABTS VIN Y LIC VILLA HERMOSA,MR0007,MR0007,EULALIA GUZMÁN,120161564,Fresno-Iztacalco
2225,Valle de Mexico,ABTS VINOS Y LICORES LA SALECI,MR0007,MR0007,EULALIA GUZMÁN,120229682,Fresno-Iztacalco
2227,Valle de Mexico,ABTS Y REC SUSY,MR0007,MR0007,EULALIA GUZMÁN,120085974,Fresno-Iztacalco
2229,Valle de Mexico,CREMERIA TEPEYAC,MR0007,MR0007,EULALIA GUZMÁN,120343487,Fresno-Iztacalco
2230,Valle de Mexico,CREMERIA Y ABTS LOS GORDOS,MR0007,MR0007,EULALIA GUZMÁN,120259097,Fresno-Iztacalco
2233,Valle de Mexico,LOS 2 COMPADRES,MR0007,MR0007,EULALIA GUZMÁN,120338734,Fresno-Iztacalco
2238,Valle de Mexico,MISC CASA AMALIA,MR0007,MR0007,EULALIA GUZMÁN,101703976,Fresno-Iztacalco
2239,Valle de Mexico,MISC DON DARIO,MR0007,MR0007,EULALIA GUZMÁN,110062337,Fresno-Iztacalco
2240,Valle de Mexico,MISC EL AGUILA,MR0007,MR0007,EULALIA GUZMÁN,120200838,Fresno-Iztacalco
2241,Valle de Mexico,MISC EL COYOTE,MR0007,MR0007,EULALIA GUZMÁN,120155470,Fresno-Iztacalco
2243,Valle de Mexico,MISC FATIMA,MR0007,MR0007,EULALIA GUZMÁN,120145739,Fresno-Iztacalco
2248,Valle de Mexico,MISC LA MICHOACANA,MR0007,MR0007,EULALIA GUZMÁN,100700913,Fresno-Iztacalco
2249,Valle de Mexico,MISC LA MINITA DE ORO,MR0007,MR0007,EULALIA GUZMÁN,101003863,Fresno-Iztacalco
2253,Valle de Mexico,VAQUITA,MR0007,MR0007,EULALIA GUZMÁN,120312500,Fresno-Iztacalco
2256,Valle de Mexico,ABTS ADRIANITA,MR0007,MR0007,EULALIA GUZMÁN,110270495,Fresno-Iztacalco
2259,Valle de Mexico,MISC LA FE,MR0007,MR0007,EULALIA GUZMÁN,110270314,Fresno-Iztacalco
2260,Valle de Mexico,ABTS LA BARATA,MR0007,MR0007,EULALIA GUZMÁN,110239688,Fresno-Iztacalco
2261,Valle de Mexico,ABTS LA PRINCESA,MR0007,MR0007,EULALIA GUZMÁN,110129752,Fresno-Iztacalco
2262,Valle de Mexico,ABTS LOS ANGELES,MR0007,MR0007,EULALIA GUZMÁN,110133066,Fresno-Iztacalco
2263,Valle de Mexico,ABTS LA ILUSION,MR0007,MR0007,EULALIA GUZMÁN,120262249,Fresno-Iztacalco
2264,Valle de Mexico,ABTS MARANATHA,MR0007,MR0007,EULALIA GUZMÁN,110148087,Fresno-Iztacalco
2266,Valle de Mexico,ABTS SUPERCITO II,MR0007,MR0007,EULALIA GUZMÁN,102305019,Fresno-Iztacalco
2267,Valle de Mexico,ABTS VIN Y LIC LA OLA,MR0007,MR0007,EULALIA GUZMÁN,100707032,Fresno-Iztacalco
2268,Valle de Mexico,MINI SUPER PICIS,MR0007,MR0007,EULALIA GUZMÁN,100304708,Fresno-Iztacalco
2269,Valle de Mexico,MISC LA LUPITA,MR0007,MR0007,EULALIA GUZMÁN,102701980,Fresno-Iztacalco
2270,Valle de Mexico,TIENDA EXPRESS,MR0007,MR0007,EULALIA GUZMÁN,120131066,Fresno-Iztacalco
2271,Valle de Mexico,ABTS LA BLANCA,MR0007,MR0007,EULALIA GUZMÁN,104700013,Fresno-Iztacalco
2272,Valle de Mexico,LAS 3 MARIAS,MR0007,MR0007,EULALIA GUZMÁN,120382028,Fresno-Iztacalco
2286,Valle de Mexico,ABTS LA ESTRELLA,MR0007,MR0007,EULALIA GUZMÁN,101004976,Fresno-Iztacalco
2287,Valle de Mexico,VINOS Y LICORES LA MADRILEÑA,MR0007,MR0007,EULALIA GUZMÁN,101703152,Fresno-Iztacalco
2288,Valle de Mexico,MINI SUPER OMAR,MR0007,MR0007,EULALIA GUZMÁN,102703949,Fresno-Iztacalco
2289,Valle de Mexico,MISC RAFAELILLO,MR0007,MR0007,EULALIA GUZMÁN,104700934,Fresno-Iztacalco
2290,Valle de Mexico,ABTS TIO FELIPE,MR0007,MR0007,EULALIA GUZMÁN,110006262,Fresno-Iztacalco
2291,Valle de Mexico,CREM GEMINIS,MR0007,MR0007,EULALIA GUZMÁN,110135507,Fresno-Iztacalco
2292,Valle de Mexico,ABTS Y RECAUDERIA SAN MIGUEL,MR0007,MR0007,EULALIA GUZMÁN,110229829,Fresno-Iztacalco
2293,Valle de Mexico,ABTS VIN Y LIC LA REYNA,MR0007,MR0007,EULALIA GUZMÁN,120146372,Fresno-Iztacalco
2294,Valle de Mexico,ABTS BILBAO,MR0007,MR0007,EULALIA GUZMÁN,120207032,Fresno-Iztacalco
2295,Valle de Mexico,ABARROTES ASYN'S,MR0007,MR0007,EULALIA GUZMÁN,120221341,Fresno-Iztacalco
2296,Valle de Mexico,ABTS LA PANTERA,MR0007,MR0007,EULALIA GUZMÁN,120240877,Fresno-Iztacalco
2297,Valle de Mexico,ABTS VINOS Y LICORES LEO,MR0007,MR0007,EULALIA GUZMÁN,120263964,Fresno-Iztacalco
2298,Valle de Mexico,EL WERO ABARROTES,MR0007,MR0007,EULALIA GUZMÁN,120275528,Fresno-Iztacalco
2299,Valle de Mexico,ABTS LAS PROMOS,MR0007,MR0007,EULALIA GUZMÁN,120287172,Fresno-Iztacalco
2300,Valle de Mexico,ABTS AMERICA,MR0007,MR0007,EULALIA GUZMÁN,120332487,Fresno-Iztacalco
2301,Valle de Mexico,LA CENTRALITA,MR0007,MR0007,EULALIA GUZMÁN,120362946,Fresno-Iztacalco
2302,Valle de Mexico,MINISUPER LAS VIAS,MR0007,MR0007,EULALIA GUZMÁN,120408221,Fresno-Iztacalco
2305,Valle de Mexico,ABARROTES LUIGI COP1,MR0007,MR0007,EULALIA GUZMÁN,120408167,Fresno-Iztacalco
2307,Valle de Mexico,ABTS ARA,MR0007,MR0007,EULALIA GUZMÁN,102705217,Fresno-Iztacalco
2308,Valle de Mexico,ABTS ARACELY,MR0007,MR0007,EULALIA GUZMÁN,110108767,Fresno-Iztacalco
2309,Valle de Mexico,ABTS ERIKA II,MR0007,MR0007,EULALIA GUZMÁN,100710666,Fresno-Iztacalco
2310,Valle de Mexico,ABTS MANA,MR0007,MR0007,EULALIA GUZMÁN,110298081,Fresno-Iztacalco
2311,Valle de Mexico,ABTS NAOMI,MR0007,MR0007,EULALIA GUZMÁN,110025257,Fresno-Iztacalco
2312,Valle de Mexico,ABTS SANTISIMA TRINIDAD,MR0007,MR0007,EULALIA GUZMÁN,101102432,Fresno-Iztacalco
2313,Valle de Mexico,ABTS TIENDA LA NUEVA,MR0007,MR0007,EULALIA GUZMÁN,120206294,Fresno-Iztacalco
2314,Valle de Mexico,EL OASIS,MR0007,MR0007,EULALIA GUZMÁN,120385621,Fresno-Iztacalco
2315,Valle de Mexico,MISC ALISSON,MR0007,MR0007,EULALIA GUZMÁN,100705506,Fresno-Iztacalco
2316,Valle de Mexico,MISC BAMBI,MR0007,MR0007,EULALIA GUZMÁN,120282343,Fresno-Iztacalco
2317,Valle de Mexico,MISC CASA DAVID,MR0007,MR0007,EULALIA GUZMÁN,110235860,Fresno-Iztacalco
2318,Valle de Mexico,MISC CELIA,MR0007,MR0007,EULALIA GUZMÁN,102704369,Fresno-Iztacalco
2319,Valle de Mexico,MISC LA BOLITA,MR0007,MR0007,EULALIA GUZMÁN,101003917,Fresno-Iztacalco
2320,Valle de Mexico,MISC ROSITA,MR0007,MR0007,EULALIA GUZMÁN,101002602,Fresno-Iztacalco
2321,Valle de Mexico,MISC TU Y YO,MR0007,MR0007,EULALIA GUZMÁN,120290750,Fresno-Iztacalco
2322,Valle de Mexico,TIENDA BEATRIZ,MR0007,MR0007,EULALIA GUZMÁN,120301264,Fresno-Iztacalco
2324,Valle de Mexico,TIENDA NANCY,MR0007,MR0007,EULALIA GUZMÁN,120355365,Fresno-Iztacalco
2327,Valle de Mexico,ABARROTES 56,MR0002,MR0002,MIXCOAC,120018142,Mixcoac
2328,Valle de Mexico,ABARROTES MATIAS,MR0002,MR0002,MIXCOAC,120247458,Mixcoac
2329,Valle de Mexico,ABTS NANCY 5,MR0002,MR0002,MIXCOAC,120089681,Mixcoac
2330,Valle de Mexico,ABTS BETTY,MR0002,MR0002,MIXCOAC,102306711,Mixcoac
2331,Valle de Mexico,ABTS CHARLY CHARLY,MR0002,MR0002,MIXCOAC,120152872,Mixcoac
2332,Valle de Mexico,ABTS DALIA,MR0002,MR0002,MIXCOAC,100401141,Mixcoac
2333,Valle de Mexico,ABTS DON MARCO,MR0002,MR0002,MIXCOAC,102302010,Mixcoac
2334,Valle de Mexico,ABTS EL IMPERIO,MR0002,MR0002,MIXCOAC,120291312,Mixcoac
2335,Valle de Mexico,ABTS EL JAROCHO,MR0002,MR0002,MIXCOAC,110111950,Mixcoac
2336,Valle de Mexico,ABTS EL NEGRO JOSE,MR0002,MR0002,MIXCOAC,102301582,Mixcoac
2337,Valle de Mexico,ABTS EL PAYASITO,MR0002,MR0002,MIXCOAC,102302656,Mixcoac
2338,Valle de Mexico,ABTS EL PUENTECITO II,MR0002,MR0002,MIXCOAC,120005287,Mixcoac
2339,Valle de Mexico,ABTS EL REY II,MR0002,MR0002,MIXCOAC,120275666,Mixcoac
2340,Valle de Mexico,ABTS EL SURTIDOR,MR0002,MR0002,MIXCOAC,100401536,Mixcoac
2341,Valle de Mexico,ABTS ESTRELLA DE BELEN,MR0002,MR0002,MIXCOAC,110286981,Mixcoac
2342,Valle de Mexico,ABTS GLORIA,MR0002,MR0002,MIXCOAC,110280806,Mixcoac
2343,Valle de Mexico,ABTS GUERO,MR0002,MR0002,MIXCOAC,120303241,Mixcoac
2344,Valle de Mexico,ABTS GUMS,MR0002,MR0002,MIXCOAC,110284992,Mixcoac
2345,Valle de Mexico,ABTS JESSICA,MR0002,MR0002,MIXCOAC,102307839,Mixcoac
2346,Valle de Mexico,ABTS JORGE,MR0002,MR0002,MIXCOAC,120235024,Mixcoac
2347,Valle de Mexico,ABTS LA CABAÑITA,MR0002,MR0002,MIXCOAC,104311090,Mixcoac
2348,Valle de Mexico,ABTS LA CRUZ,MR0002,MR0002,MIXCOAC,120275448,Mixcoac
2349,Valle de Mexico,ABTS LA ESPERANZA,MR0002,MR0002,MIXCOAC,102303775,Mixcoac
2350,Valle de Mexico,ABTS LA ESPERANZA,MR0002,MR0002,MIXCOAC,104304462,Mixcoac
2351,Valle de Mexico,ABTS LA FLOR DE ATENCO,MR0002,MR0002,MIXCOAC,102303647,Mixcoac
2357,Valle de Mexico,ABTS LA GUADALUPANA,MR0002,MR0002,MIXCOAC,102303676,Mixcoac
2361,Valle de Mexico,ABTS LA PEQUEÑA,MR0002,MR0002,MIXCOAC,104309684,Mixcoac
2384,Valle de Mexico,ABTS Y RECAUDERIA SIN NOMBRE,MR0002,MR0002,MIXCOAC,100400952,Mixcoac
2386,Valle de Mexico,ABTS YAIR,MR0002,MR0002,MIXCOAC,120122158,Mixcoac
2388,Valle de Mexico,ABTS YIREH,MR0002,MR0002,MIXCOAC,120117674,Mixcoac
2398,Valle de Mexico,MICRO PLAZA LOS ARCOS,MR0002,MR0002,MIXCOAC,120235157,Mixcoac
2425,Valle de Mexico,PART LA VENTANITA DE GLORIA,MR0002,MR0002,MIXCOAC,120382825,Mixcoac
2426,Valle de Mexico,PARTICULAR CV LA VENTANITA,MR0002,MR0002,MIXCOAC,120283644,Mixcoac
2429,Valle de Mexico,SUPER ESQUINA,MR0002,MR0002,MIXCOAC,120090468,Mixcoac
2430,Valle de Mexico,SUPER EXPRESS,MR0002,MR0002,MIXCOAC,104305195,Mixcoac
2438,Valle de Mexico,ABTS LA ESQUINA,MR0002,MR0002,MIXCOAC,102303496,Mixcoac
2439,Valle de Mexico,ABTS CLAUDIA,MR0002,MR0002,MIXCOAC,102303653,Mixcoac
2444,Valle de Mexico,Abarrotes JOAN,MR0002,MR0002,MIXCOAC,120357328,Mixcoac
2448,Valle de Mexico,ABARROTES LA PEKE,MR0002,MR0002,MIXCOAC,120354492,Mixcoac
2450,Valle de Mexico,ABARROTES MARCOS,MR0002,MR0002,MIXCOAC,120367868,Mixcoac
2453,Valle de Mexico,ABARROTES PIOLIN,MR0002,MR0002,MIXCOAC,120331105,Mixcoac
2455,Valle de Mexico,ABARROTES Y CREMERIA LILIA,MR0002,MR0002,MIXCOAC,110078507,Mixcoac
2458,Valle de Mexico,ABTS 701,MR0002,MR0002,MIXCOAC,120304636,Mixcoac
2459,Valle de Mexico,ABTS 3 E,MR0002,MR0002,MIXCOAC,120274098,Mixcoac
2464,Valle de Mexico,ABTS ALFONSO XIII,MR0002,MR0002,MIXCOAC,120292552,Mixcoac
2472,Valle de Mexico,ABTS ARTUR S,MR0002,MR0002,MIXCOAC,110058477,Mixcoac
2476,Valle de Mexico,ABTS BELEM,MR0002,MR0002,MIXCOAC,100401404,Mixcoac
2480,Valle de Mexico,ABTS BETY,MR0002,MR0002,MIXCOAC,104313718,Mixcoac
2481,Valle de Mexico,ABTS BRENDA,MR0002,MR0002,MIXCOAC,110060971,Mixcoac
2482,Valle de Mexico,TIENDA DIGO,MR0002,MR0002,MIXCOAC,110275898,Mixcoac
2485,Valle de Mexico,ABTS CAMIS,MR0002,MR0002,MIXCOAC,110267570,Mixcoac
2509,Valle de Mexico,ABTS CRUZ,MR0002,MR0002,MIXCOAC,120140556,Mixcoac
2514,Valle de Mexico,ABTS DELIKATESSEN HONS,MR0002,MR0002,MIXCOAC,102301595,Mixcoac
2524,Valle de Mexico,ABTS EL BARQUITO II,MR0002,MR0002,MIXCOAC,110100123,Mixcoac
2532,Valle de Mexico,ALFA Y OMEGA,MR0002,MR0002,MIXCOAC,110276789,Mixcoac
2535,Valle de Mexico,ABTS EL GALLO DE ORO,MR0002,MR0002,MIXCOAC,120190826,Mixcoac
2542,Valle de Mexico,ABTS EL JILGUERO,MR0002,MR0002,MIXCOAC,102302686,Mixcoac
2549,Valle de Mexico,ABTS EL OLIVO,MR0002,MR0002,MIXCOAC,120196001,Mixcoac
2551,Valle de Mexico,ABTS EL PATAN,MR0002,MR0002,MIXCOAC,110214684,Mixcoac
